date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_storeConfirm,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2020-12-31,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-01,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-02,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-03,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-04,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-05,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-06,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-07,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-08,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-09,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-10,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-11,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-12,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-13,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-14,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-15,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-16,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-17,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-18,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-19,68149,0,63637,4512,,0,0,0,0,0,0,,0,0,湖北
2021-01-20,68150,0,63637,4512,,0,1,1,0,0,0,,0,0,湖北
2021-01-21,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-01-22,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-01-23,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-01-24,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-01-25,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-01-26,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-01-27,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-01-28,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-01-29,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-01-30,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-01-31,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-01,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-02,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-03,68150,0,63637,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-04,68150,0,63638,4512,,0,0,0,0,1,0,,0,0,湖北
2021-02-05,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-06,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-07,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-08,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-09,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-10,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-11,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-12,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-13,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-14,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-15,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-16,68150,0,63638,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-17,68151,0,63638,4512,,0,1,1,0,0,0,,0,0,湖北
2021-02-18,68151,0,63638,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-19,68151,0,63638,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-20,68151,0,63638,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-21,68151,0,63638,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-22,68151,0,63638,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-23,68151,0,63638,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-24,68151,0,63638,4512,,0,1,0,0,0,0,,0,0,湖北
2021-02-25,68151,0,63639,4512,,0,0,0,0,1,0,,0,0,湖北
2021-02-26,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-27,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-02-28,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-01,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-02,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-03,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-04,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-05,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-06,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-07,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-08,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-09,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-10,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-11,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-12,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-13,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-14,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-15,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-16,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-17,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-18,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-19,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-20,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-21,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-22,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-23,68151,0,63639,4512,,0,0,0,0,0,0,,0,0,湖北
2021-03-24,68152,0,63639,4512,,0,1,1,0,0,0,,0,0,湖北
2021-03-25,68152,0,63639,4512,,0,1,1,0,0,0,,0,0,湖北
2021-03-26,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-03-27,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-03-28,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-03-29,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-03-30,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-03-31,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-04-01,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-04-02,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-04-03,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-04-04,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-04-05,68152,0,63639,4512,,0,1,0,0,0,0,,0,0,湖北
2021-04-06,68153,0,63639,4512,,0,2,1,0,0,0,,0,0,湖北
2021-04-07,68153,0,63639,4512,,0,2,0,0,0,0,,0,0,湖北
2021-04-08,68153,0,63639,4512,,0,2,0,0,0,0,,0,0,湖北
2021-04-09,68154,0,63640,4512,,0,2,1,0,1,0,,0,0,湖北
2021-04-10,68154,0,63640,4512,,0,2,0,0,0,0,,0,0,湖北
2021-04-11,68154,0,63640,4512,,0,2,0,0,0,0,,0,0,湖北
2021-04-12,68154,0,63640,4512,,0,2,0,0,0,0,,0,0,湖北
2021-04-13,68154,0,63640,4512,,0,2,0,0,0,0,,0,0,湖北
2021-04-14,68155,0,63640,4512,,0,3,1,0,0,0,,0,0,湖北
2021-04-15,68155,0,63640,4512,,0,3,0,0,0,0,,0,0,湖北
2021-04-16,68155,0,63640,4512,,0,3,0,0,0,0,,0,0,湖北
2021-04-17,68155,0,63640,4512,,0,3,0,0,0,0,,0,0,湖北
2021-04-18,68155,0,63640,4512,,0,3,0,0,0,0,,0,0,湖北
2021-04-19,68156,0,63640,4512,,0,4,1,0,0,0,,0,0,湖北
2021-04-20,68156,0,63640,4512,,0,4,0,0,0,0,,0,0,湖北
2021-04-21,68157,0,63640,4512,,0,5,1,0,0,0,,0,0,湖北
2021-04-22,68157,0,63640,4512,,0,5,0,0,0,0,,0,0,湖北
2021-04-23,68157,0,63640,4512,,0,5,0,0,0,0,,0,0,湖北
2021-04-24,68157,0,63640,4512,,0,5,0,0,0,0,,0,0,湖北
2021-04-25,68157,0,63640,4512,,0,5,0,0,0,0,,0,0,湖北
2021-04-26,68157,0,63640,4512,,0,5,0,0,0,0,,0,0,湖北
2021-04-27,68157,0,63640,4512,,0,5,0,0,0,0,,0,0,湖北
2021-04-28,68158,0,63640,4512,,0,6,1,0,0,0,,0,0,湖北
2021-04-29,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-04-30,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-01,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-02,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-03,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-04,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-05,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-06,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-07,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-08,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-09,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-10,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-11,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-12,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-13,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-14,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-15,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-16,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-17,68158,0,63640,4512,,0,6,0,0,0,0,,0,0,湖北
2021-05-18,68159,0,63640,4512,,0,7,1,0,0,0,,0,0,湖北
2021-05-19,68159,0,63644,4512,,0,3,0,0,4,0,,0,0,湖北
2021-05-20,68159,0,63644,4512,,0,3,0,0,0,0,,0,0,湖北
2021-05-21,68159,0,63645,4512,,0,2,0,0,1,0,,0,0,湖北
2021-05-22,68159,0,63645,4512,,0,2,0,0,0,0,,0,0,湖北
2021-05-23,68159,0,63645,4512,,0,2,0,0,0,0,,0,0,湖北
2021-05-24,68159,0,63645,4512,,0,2,0,0,0,0,,0,0,湖北
2021-05-25,68159,0,63645,4512,,0,2,0,0,0,0,,0,0,湖北
2021-05-26,68159,0,63645,4512,,0,2,0,0,0,0,,0,0,湖北
2021-05-27,68159,0,63645,4512,,0,2,0,0,0,0,,0,0,湖北
2021-05-28,68159,0,63645,4512,,0,2,0,0,0,0,,0,0,湖北
2021-05-29,68159,0,63645,4512,,0,2,0,0,0,0,,0,0,湖北
2021-05-30,68159,0,63645,4512,,0,2,0,0,0,0,,0,0,湖北
2021-05-31,68159,0,63646,4512,,0,1,0,0,1,0,,0,0,湖北
2021-06-01,68159,0,63646,4512,,0,1,0,0,0,0,,0,0,湖北
2021-06-02,68159,0,63646,4512,,0,1,0,0,0,0,,0,0,湖北
2021-06-03,68159,0,63647,4512,,0,0,0,0,1,0,,0,0,湖北
2021-06-04,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-05,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-06,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-07,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-08,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-09,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-10,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-11,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-12,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-13,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-14,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-15,68159,0,63647,4512,,0,0,0,0,0,0,,0,0,湖北
2021-06-16,68160,0,63647,4512,,0,1,1,0,0,0,,0,0,湖北
2021-06-17,68160,0,63647,4512,,0,1,0,0,0,0,,0,0,湖北
2021-06-18,68160,0,63647,4512,,0,1,0,0,0,0,,0,0,湖北
2021-06-19,68160,0,63647,4512,,0,1,0,0,0,0,,0,0,湖北
2021-06-20,68160,0,63647,4512,,0,1,0,0,0,0,,0,0,湖北
2021-06-21,68160,0,63647,4512,,0,1,0,0,0,0,,0,0,湖北
2021-06-22,68160,0,63647,4512,,0,1,0,0,0,0,,0,0,湖北
2021-06-23,68160,0,63647,4512,,0,1,0,0,0,0,,0,0,湖北
2021-06-24,68160,0,63647,4512,,0,1,0,0,0,0,,0,0,湖北
2020-01-20,0,0,0,0,,0,0,0,0,0,0,,0,0,台湾
2020-01-21,0,0,0,0,,0,0,0,0,0,0,,0,0,台湾
2020-01-22,1,0,0,0,,0,1,1,0,0,0,,0,0,台湾
2020-01-23,1,0,0,0,,0,1,0,0,0,0,,0,0,台湾
2020-01-24,3,0,0,0,,0,3,2,0,0,0,,0,0,台湾
2020-01-25,3,0,0,0,,0,3,0,0,0,0,,0,0,台湾
2020-01-26,4,0,0,0,,0,4,1,0,0,0,,0,0,台湾
2020-01-27,5,0,0,0,,0,5,1,0,0,0,,0,0,台湾
2020-01-28,8,0,0,0,,0,8,3,0,0,0,,0,0,台湾
2020-01-29,8,0,0,0,,0,8,0,0,0,0,,0,0,台湾
2020-01-30,9,0,0,0,,0,9,1,0,0,0,,0,0,台湾
2020-01-31,10,0,0,0,,0,10,1,0,0,0,,0,0,台湾
2020-02-01,10,0,0,0,,0,10,0,0,0,0,,0,0,台湾
2020-02-02,10,0,0,0,,0,10,0,0,0,0,,0,0,台湾
2020-02-03,10,0,0,0,,0,10,0,0,0,0,,0,0,台湾
2020-02-04,11,0,0,0,,0,11,1,0,0,0,,0,0,台湾
2020-02-05,11,0,0,0,,0,11,0,0,0,0,,0,0,台湾
2020-02-06,16,0,1,0,,0,15,5,0,1,0,,0,0,台湾
2020-02-07,16,0,1,0,,0,15,0,0,0,0,,0,0,台湾
2020-02-08,17,0,1,0,,0,16,1,0,0,0,,0,0,台湾
2020-02-09,18,0,1,0,,0,17,1,0,0,0,,0,0,台湾
2020-02-11,18,0,1,0,,0,17,0,0,0,0,,0,0,台湾
2020-02-12,18,0,1,0,,0,17,0,0,0,0,,0,0,台湾
2020-02-13,18,0,1,0,,0,17,0,0,0,0,,0,0,台湾
2020-02-14,18,0,1,0,,0,17,0,0,0,0,,0,0,台湾
2020-02-15,18,0,1,0,,0,17,0,0,0,0,,0,0,台湾
2020-02-16,20,0,2,1,,0,17,2,0,1,1,,0,0,台湾
2020-02-17,22,0,2,1,,0,19,2,0,0,0,,0,0,台湾
2020-02-18,22,0,2,1,,0,19,0,0,0,0,,0,0,台湾
2020-02-19,24,0,2,1,,0,21,2,0,0,0,,0,0,台湾
2020-02-20,24,0,2,1,,0,21,0,0,0,0,,0,0,台湾
2020-02-21,26,0,2,1,,0,23,2,0,0,0,,0,0,台湾
2020-02-22,26,0,2,1,,0,23,0,0,0,0,,0,0,台湾
2020-02-23,28,0,2,1,,0,25,2,0,0,0,,0,0,台湾
2020-02-24,30,0,5,1,,0,24,2,0,3,0,,0,0,台湾
2020-02-25,31,0,5,1,,0,25,1,0,0,0,,0,0,台湾
2020-02-26,32,0,5,1,,0,26,1,0,0,0,,0,0,台湾
2020-02-27,32,0,6,1,,0,25,0,0,1,0,,0,0,台湾
2020-02-28,34,0,9,1,,0,24,2,0,3,0,,0,0,台湾
2020-02-29,39,0,9,1,,0,29,2,0,0,0,,0,0,台湾
2020-03-01,41,0,12,1,,0,28,1,0,3,0,,0,0,台湾
2020-03-02,41,0,12,1,,0,28,1,0,0,0,,0,0,台湾
2020-03-03,42,0,12,1,,0,29,1,0,0,0,,0,0,台湾
2020-03-04,42,0,12,1,,0,29,0,0,0,0,,0,0,台湾
2020-03-05,44,0,12,1,,0,31,2,0,0,0,,0,0,台湾
2020-03-06,45,0,12,1,,0,32,1,0,0,0,,0,0,台湾
2020-03-07,45,0,13,1,,0,31,0,0,1,0,,0,0,台湾
2020-03-08,45,0,15,1,,0,29,0,0,2,0,,0,0,台湾
2020-03-09,45,0,15,1,,0,29,0,0,0,0,,0,0,台湾
2020-03-10,47,0,17,1,,0,29,2,0,2,0,,0,0,台湾
2020-03-11,48,0,17,1,,0,30,1,0,0,0,,0,0,台湾
2020-03-12,49,0,20,1,,0,28,1,0,3,0,,0,0,台湾
2020-03-13,50,0,20,1,,0,29,1,0,0,0,,0,0,台湾
2020-03-14,53,0,20,1,,0,32,3,0,0,0,,0,0,台湾
2020-03-15,59,0,20,1,,0,38,6,0,0,0,,0,0,台湾
2020-03-16,67,0,22,1,,0,44,8,0,2,0,,0,0,台湾
2020-03-17,77,0,22,1,,0,54,10,0,0,0,,0,0,台湾
2020-03-18,100,0,22,1,,0,77,23,0,0,0,,0,0,台湾
2020-03-19,108,0,26,1,,0,81,8,0,4,0,,0,0,台湾
2020-03-20,135,0,28,2,,0,105,27,0,2,1,,0,0,台湾
2020-03-21,153,0,28,2,,0,123,18,0,0,0,,0,0,台湾
2020-03-22,195,0,28,2,,0,165,42,0,0,0,,0,0,台湾
2020-03-23,195,0,29,2,,0,164,26,0,1,0,,0,0,台湾
2020-03-24,216,0,29,2,,0,185,21,0,0,0,,0,0,台湾
2020-03-25,235,0,29,2,,0,204,19,0,0,0,,0,0,台湾
2020-03-26,252,0,29,2,,0,221,17,0,0,0,,0,0,台湾
2020-03-27,267,0,30,2,,0,235,15,0,1,0,,0,0,台湾
2020-03-28,283,0,30,2,,0,251,16,0,0,0,,0,0,台湾
2020-03-29,298,0,39,3,,0,256,15,0,9,1,,0,0,台湾
2020-03-30,306,0,39,5,,0,262,23,0,0,2,,0,0,台湾
2020-03-31,322,0,39,5,,0,278,24,0,0,0,,0,0,台湾
2020-04-01,329,0,45,5,,0,279,7,0,6,0,,0,0,台湾
2020-04-02,339,0,50,5,,0,284,10,0,5,0,,0,0,台湾
2020-04-03,348,0,50,5,,0,293,19,0,0,0,,0,0,台湾
2020-04-04,355,0,50,5,,0,300,7,0,0,0,,0,0,台湾
2020-04-05,363,0,54,5,,0,304,8,0,4,0,,0,0,台湾
2020-04-06,373,0,54,5,,0,314,10,0,0,0,,0,0,台湾
2020-04-07,376,0,61,5,,0,310,3,0,7,0,,0,0,台湾
2020-04-08,379,0,67,5,,0,307,3,0,6,0,,0,0,台湾
2020-04-09,380,0,80,5,,0,295,1,0,13,0,,0,0,台湾
2020-04-10,382,0,91,6,,0,285,2,0,11,1,,0,0,台湾
2020-04-11,385,0,99,6,,0,280,3,0,8,0,,0,0,台湾
2020-04-12,388,0,109,6,,0,273,3,0,10,0,,0,0,台湾
2020-04-13,393,0,124,6,,0,263,5,0,15,0,,0,0,台湾
2020-04-14,393,0,124,6,,0,263,0,0,0,0,,0,0,台湾
2020-04-15,395,0,137,6,,0,252,2,0,13,0,,0,0,台湾
2020-04-16,395,0,155,6,,0,234,2,0,18,0,,0,0,台湾
2020-04-17,395,0,166,6,,0,223,0,0,11,0,,0,0,台湾
2020-04-18,398,0,178,6,,0,214,3,0,12,0,,0,0,台湾
2020-04-19,420,0,189,6,,0,225,22,0,11,0,,0,0,台湾
2020-04-20,422,0,203,6,,0,213,2,0,14,0,,0,0,台湾
2020-04-21,426,0,236,6,,0,184,4,0,33,0,,0,0,台湾
2020-04-22,427,0,253,6,,0,168,2,0,17,0,,0,0,台湾
2020-04-23,427,0,253,6,,0,168,1,0,0,0,,0,0,台湾
2020-04-24,428,0,264,6,,0,158,2,0,11,0,,0,0,台湾
2020-04-25,429,0,275,6,,0,148,1,0,11,0,,0,0,台湾
2020-04-26,429,0,281,6,,0,142,0,0,6,0,,0,0,台湾
2020-04-27,429,0,290,6,,0,133,0,0,9,0,,0,0,台湾
2020-04-28,429,0,307,6,,0,116,0,0,17,0,,0,0,台湾
2020-04-29,429,0,311,6,,0,112,0,0,4,0,,0,0,台湾
2020-04-30,429,0,322,6,,0,101,0,0,11,0,,0,0,台湾
2020-05-01,429,0,324,6,,0,99,0,0,2,0,,0,0,台湾
2020-05-02,432,0,324,6,,0,102,3,0,0,0,,0,0,台湾
2020-05-03,436,0,332,6,,0,98,4,0,8,0,,0,0,台湾
2020-05-04,438,0,334,6,,0,98,6,0,2,0,,0,0,台湾
2020-05-05,438,0,334,6,,0,98,0,0,0,0,,0,0,台湾
2020-05-06,439,0,339,6,,0,94,1,0,5,0,,0,0,台湾
2020-05-07,440,0,347,6,,0,87,1,0,8,0,,0,0,台湾
2020-05-08,440,0,355,6,,0,79,0,0,8,0,,0,0,台湾
2020-05-09,440,0,361,6,,0,73,0,0,6,0,,0,0,台湾
2020-05-10,440,0,366,6,,0,68,0,0,5,0,,0,0,台湾
2020-05-11,440,0,368,7,,0,65,0,0,2,1,,0,0,台湾
2020-05-12,440,0,372,7,,0,61,0,0,4,0,,0,0,台湾
2020-05-13,440,0,375,7,,0,58,0,0,3,0,,0,0,台湾
2020-05-14,440,0,383,7,,0,50,0,0,8,0,,0,0,台湾
2020-05-15,440,0,387,7,,0,46,0,0,4,0,,0,0,台湾
2020-05-16,440,0,389,7,,0,44,0,0,2,0,,0,0,台湾
2020-05-17,440,0,395,7,,0,38,0,0,6,0,,0,0,台湾
2020-05-18,440,0,398,7,,0,35,0,0,3,0,,0,0,台湾
2020-05-19,440,0,401,7,,0,32,0,0,3,0,,0,0,台湾
2020-05-20,440,0,402,7,,0,31,0,0,1,0,,0,0,台湾
2020-05-21,441,0,407,7,,0,27,1,0,5,0,,0,0,台湾
2020-05-22,441,0,408,7,,0,26,0,0,1,0,,0,0,台湾
2020-05-23,441,0,411,7,,0,23,0,0,3,0,,0,0,台湾
2020-05-24,441,0,414,7,,0,20,0,0,3,0,,0,0,台湾
2020-05-25,441,0,415,7,,0,19,0,0,1,0,,0,0,台湾
2020-05-26,441,0,416,7,,0,18,0,0,1,0,,0,0,台湾
2020-05-27,441,0,419,7,,0,15,0,0,3,0,,0,0,台湾
2020-05-28,441,0,420,7,,0,14,0,0,1,0,,0,0,台湾
2020-05-29,442,0,420,7,,0,15,1,0,0,0,,0,0,台湾
2020-05-30,442,0,421,7,,0,14,0,0,1,0,,0,0,台湾
2020-05-31,442,0,423,7,,0,12,0,0,2,0,,0,0,台湾
2020-06-01,443,0,427,7,,0,9,1,0,4,0,,0,0,台湾
2020-06-02,443,0,427,7,,0,9,0,0,0,0,,0,0,台湾
2020-06-03,443,0,428,7,,0,8,0,0,1,0,,0,0,台湾
2020-06-04,443,0,428,7,,0,8,0,0,0,0,,0,0,台湾
2020-06-05,443,0,429,7,,0,7,0,0,1,0,,0,0,台湾
2020-06-06,443,0,429,7,,0,7,0,0,0,0,,0,0,台湾
2020-06-07,443,0,430,7,,0,6,0,0,1,0,,0,0,台湾
2020-06-08,443,0,430,7,,0,6,0,0,0,0,,0,0,台湾
2020-06-09,443,0,431,7,,0,5,0,0,1,0,,0,0,台湾
2020-06-10,443,0,431,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-11,443,0,431,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-12,443,0,431,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-13,443,0,431,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-14,443,0,431,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-15,445,0,433,7,,0,5,2,0,2,0,,0,0,台湾
2020-06-16,445,0,434,7,,0,4,0,0,1,0,,0,0,台湾
2020-06-17,445,0,434,7,,0,4,0,0,0,0,,0,0,台湾
2020-06-18,446,0,434,7,,0,5,1,0,0,0,,0,0,台湾
2020-06-19,446,0,434,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-20,446,0,434,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-21,446,0,434,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-22,446,0,435,7,,0,4,0,0,1,0,,0,0,台湾
2020-06-23,446,0,435,7,,0,4,0,0,0,0,,0,0,台湾
2020-06-24,446,0,435,7,,0,4,0,0,0,0,,0,0,台湾
2020-06-25,447,0,435,7,,0,5,1,0,0,0,,0,0,台湾
2020-06-26,447,0,435,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-27,447,0,435,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-28,447,0,435,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-29,447,0,435,7,,0,5,0,0,0,0,,0,0,台湾
2020-06-30,447,0,437,7,,0,3,0,0,2,0,,0,0,台湾
2020-07-01,447,0,438,7,,0,2,0,0,1,0,,0,0,台湾
2020-07-02,448,0,438,7,,0,3,1,0,0,0,,0,0,台湾
2020-07-03,449,0,438,7,,0,4,1,0,0,0,,0,0,台湾
2020-07-04,449,0,438,7,,0,4,0,0,0,0,,0,0,台湾
2020-07-05,449,0,438,7,,0,4,0,0,0,0,,0,0,台湾
2020-07-06,449,0,438,7,,0,4,0,0,0,0,,0,0,台湾
2020-07-07,449,0,438,7,,0,4,0,0,0,0,,0,0,台湾
2020-07-08,449,0,438,7,,0,4,0,0,0,0,,0,0,台湾
2020-07-09,449,0,438,7,,0,4,0,0,0,0,,0,0,台湾
2020-07-10,451,0,438,7,,0,6,2,0,0,0,,0,0,台湾
2020-07-11,451,0,438,7,,0,6,0,0,0,0,,0,0,台湾
2020-07-12,451,0,438,7,,0,6,0,0,0,0,,0,0,台湾
2020-07-13,451,0,440,7,,0,4,0,0,2,0,,0,0,台湾
2020-07-14,451,0,440,7,,0,4,0,0,0,0,,0,0,台湾
2020-07-15,451,0,440,7,,0,4,0,0,0,0,,0,0,台湾
2020-07-16,452,0,440,7,,0,5,1,0,0,0,,0,0,台湾
2020-07-17,454,0,440,7,,0,7,2,0,0,0,,0,0,台湾
2020-07-18,454,0,440,7,,0,7,0,0,0,0,,0,0,台湾
2020-07-19,455,0,440,7,,0,8,1,0,0,0,,0,0,台湾
2020-07-20,455,0,440,7,,0,8,0,0,0,0,,0,0,台湾
2020-07-21,455,0,440,7,,0,8,0,0,0,0,,0,0,台湾
2020-07-22,455,0,440,7,,0,8,0,0,0,0,,0,0,台湾
2020-07-23,455,0,440,7,,0,8,0,0,0,0,,0,0,台湾
